Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,processed_text,processed_text_no_lexnorm
RT USER: Pantat mn nh pngen nusuk dan ditusuk\n\xf0\x9f\x91\x89Open BO WA 08157686707\n #gaybrondong #massageboy #gayjakarta #gayjogja #gaytangger\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,retweet user pantat mn nh pngen nusuk tusuk xf xf xopen bo wa xe xa,rt user pantat mn nh pngen nusuk tusuk xf xf xopen bo wa xe xa
"USER yg diancam untuk dibunuh itu presiden republik Indonesia mas, trus mesti lapor dulu? apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya?'",0,0,0,0,0,0,0,0,0,0,0,0,user ancam bunuh presiden republik indonesia mas mesti lapor tegak hukum tidak tindak ancam bunuh kepala negara,user yg ancam bunuh presiden republik indonesia mas trus mesti lapor tegak hukum gak tindak ancam bunuh kepala negara
USER kayak orang nyosor mau minta nete ):',0,1,0,0,0,0,0,0,0,0,0,0,user nyosor nete,user kayak nyosor nete
USER Ngewe bae',0,1,0,0,0,0,0,0,0,0,0,0,user ngewe bae,user ngewe bae
USER Jebur bloon bukan cebur',0,1,0,0,0,0,0,0,0,0,0,0,user jebur bloon bukan cebur,user jebur bloon bukan cebur
"PKS ultah di Balai Kota, RR ngomong nyapres di Balai Kota. Ganti aja namanya jd â??Balai Politikâ??. ð?¤ª",0,0,0,0,0,0,0,0,0,0,0,0,pks ultah balai kota rr bicara nyapres balai kota ganti nama balai politik,pks ultah balai kota rr ngomong nyapres balai kota ganti aja nama jd balai politik
pak USER perlu melanjutkan rencana USER untuk menyeret USER ke pengadilan HAM PBB ! URL,1,0,1,0,0,0,0,0,1,1,0,0,user lanjut rencana user seret user adil ham pbb url,user lanjut rencana user seret user adil ham pbb url
"USER Kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian.\n#HauzMiniQuiz #HauzID\nYuk ikutan\nUSER",0,0,0,0,0,0,0,0,0,0,0,0,user bijak kembali barang konsumen barang rusak cacat produksi konsumen puas produk hitung tanggal beli nyuk ikut nuser,user bijak kembali barang kpd konsumen yg barang rusak cacat produksi konsumen puas dgn produk hitung tanggal beli nyuk ikut nuser
Kisah hidup Muhammad yang lebih lengkap dapat didownload di sini,0,0,0,0,0,0,0,0,0,0,0,0,kisah hidup muhammad lengkap didownload,kisah hidup muhammad lengkap didownload
"Penjajahan di atas bumi indonesia harus di hapus kan. Penjajahan ekonomi, budaya, hasil bumi oleh cina harus kita basmi. Demi NKRI. Usir...",1,0,0,1,0,1,0,0,0,0,0,1,jajah bumi indonesia hapus jajah ekonomi budaya hasil bumi cina basmi nkri usir,jajah bumi indonesia hapus jajah ekonomi budaya hasil bumi cina basmi nkri usir
USER USER USER USER USER USER we ada pipis onta tercecer di mari pantes bau pesing',0,1,0,0,0,0,0,0,0,0,0,0,user user user user user user we pipis onta cecer mari pantes bau pesing,user user user user user user we pipis onta cecer mari pantes bau pesing
"USER USER Kalo kejadian disini, mungkin juga kalian yg triak paling lantang ""pmrth pro aseng"" duluan pas ditawari bantuan asing. Bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth. Bilang 15 hari kelamaan, harusnya 3",0,0,0,0,0,0,0,0,0,0,0,0,user user jadi triak lantang pmrth pro aseng duluan tawar bantu asing posko inti ngomporin keluarga korban sue pmrth,user user kalo jadi yg triak lantang pmrth pro aseng duluan pas tawar bantu asing bikin posko yg inti ngomporin keluarga korban sue pmrth bilang
"USER USER Mari berjuang....sampai #Jokowi dilanti kembali di thn 2019.\nJangan gentar !\nJangan takut !\nWalau mata benang di leher, walau ujung tombak di porut !!\n\nTidak akan surut langkah kita,\nTidak akan bisu suara kita,\nTidak akan",0,0,0,0,0,0,0,0,0,0,0,0,user user mari juang dilanti thn njangan gentar njangan takut nwalau benang leher ujung tombak porut ntidak surut langkah ntidak bisu suara ntidak,user user mari juang dilanti thn njangan gentar njangan takut nwalau benang leher ujung tombak porut ntidak surut langkah ntidak bisu suara ntidak
RT USER: USER USER USER USER USER USER kaya monyet',0,1,0,0,0,0,0,0,0,0,0,0,retweet user user user user user user user kaya monyet,rt user user user user user user user kaya monyet
Survei di Metro TV Jokowi menang dari Presiden Baru; Etapi cara ngitungnya gimana ya 45% bisa ngalahin 46%; Jangan2 salah judul maksudnya Jokowi Masih Menangis; ; Sumber : Zie Bajrie,1,0,1,0,0,0,0,0,1,1,0,0,survei metro tv jokowi menang presiden etapi ngitungnya ngalahin jangan salah judul maksud jokowi menang sumber zie bajrie,survei metro tv jokowi menang presiden etapi ngitungnya gimana ngalahin jangan salah judul maksud jokowi menang sumber zie bajrie
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user user user user user user user user user user user user user user user user user,user user user user user user user user user user user user user user user user user user user user user user user
"Cuba la tgk anime ni, Karakai Jozu No Takagi-san, kalau rasa nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 URL",0,0,0,0,0,0,0,0,0,0,0,0,cuba la tgk anime karakai jozu no takagi san nak feeling feeling cinta monyet zaman sekolah throwback habes url,cuba la tgk anime ni karakai jozu no takagi san nak feeling feeling cinta monyet zaman sekolah throwback habes url
Serunya Pesta Budaya Erau di Kutai Kartanegara!,0,0,0,0,0,0,0,0,0,0,0,0,seru pesta budaya erau kuta kartanegara,seru pesta budaya erau kuta kartanegara
RT USER: ad yang mau contactnya? Retweet sekarang ya.....\nBanyak banget kenalan tante jilboob sange..\nIni Namanya Tante dea... O\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,retweet user contactnya retweet nbanyak kenal tante jilboob sange nini nama tante dea xe xa,rt user ad contactnya retweet nbanyak banget kenal tante jilboob sange nini nama tante dea xe xa
"Debat Publik bukan ajang pembuktian siapa pintar atau sebaliknya, juga bukan ruang akademik untuk pamer siapa paling ciamik. Setiap orang punya kekuatan dan kelemahan, bukan hanya soal dirinya, itu egosentris namanya. Ini lebih pada soal kekuatan menahan l",0,0,0,0,0,0,0,0,0,0,0,0,debat publik bukan ajang bukti pintar bukan ruang akademik pamer ciamik kuat lemah bukan egosentris nama kuat tahan,debat publik bukan ajang bukti pintar bukan ruang akademik pamer ciamik kuat lemah bukan egosentris nama kuat tahan
Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun USER,1,0,1,0,0,0,0,0,1,0,0,1,duduk istana negara lengser jokowi salamtahun user,duduk istana negara lengser jokowi salamtahun user
RT USER Wah hebatnya pak USER.... Yg lg sibuk pencitraan... USER.. USER.. USER ..USER.... BACA NIH,1,0,1,0,0,0,0,0,1,1,0,0,retweet user hebat user sibuk citra user user user user baca,rt user hebat user yg lg sibuk citra user user user user baca nih
"USER bagi anda mungkin gk apa2, tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sdh menista syariat kami'",1,1,1,0,1,0,0,0,0,1,0,0,user tidak muslim hina iblis betina nista syariat,user gk muslim hina iblis betina sdh nista syariat
RT USER baby kafir budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0,retweet user baby kafir budha teroris myanmar,rt user baby kafir budha teroris myanmar
Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar URL,1,0,0,1,0,1,0,0,0,0,1,0,indonesia blom merdeka indonesia jajah cina takbirallauakbar url,indonesia blom merdeka indonesia jajah cina takbirallauakbar url
"memang benar kata pengamat politik Hantayudha ...kalau paslon no.2 ini tidak ada "" khanZ"" nya di Jateng .; ; #JatengGayeng ; #2019TetapJokowi",0,0,0,0,0,0,0,0,0,0,0,0,amat politik hantayudha paslon no tidak khanz jateng,amat politik hantayudha paslon no tidak khanz jateng
RT USER USER jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat,1,1,1,0,0,0,0,0,1,1,0,0,retweet user user jongos nista agama ahok sombong sombong ngong sara majikan tebar sara astagfirllah tobat,rt user user jongos nista agama ahok sok sok ngong sara majikan tebar sara astagfirllah tobat
USER USER USER USER Boleh saya follow bli juga? Saya katolik dan ikut akun prof USER utk menambah wawasan berbangsa...terima kasih',0,0,0,0,0,0,0,0,0,0,0,0,user user user user follow bli katolik akun prof user tambah wawas bangsa terima,user user user user follow bli katolik akun prof user utk tambah wawas bangsa terima kasih
USER Kapan tuh si BEJAT CABUL USER balik ? Pengecut si Onta itu ye...',1,1,1,0,0,0,0,1,0,1,0,0,user si bejat cabul user kecut si onta ye,user tuh si bejat cabul user kecut si onta ye
"Menurut Wibisono, pencitraan Jokowi telah disebarkan up media massa pro asing, sehingga terkesan Jokowi berhasil.",1,0,1,0,0,0,0,0,1,1,0,0,wibisono citra jokowi sebar up media massa pro asing kes jokowi hasil,wibisono citra jokowi sebar up media massa pro asing kes jokowi hasil
RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.',1,1,1,0,0,0,0,0,1,1,0,0,retweet user user user adi gaya kaya beruk supir tembak metromini dpr nkampungan,rt user user user adi gaya lu kaya beruk gin klo supir tembak metromini dpr nkampungan lu
"USER USER.. Km terlalu mainstream mengaartikan ""pintar"". Pintar itu relatif tergantung mo dibawa kemana pengertiannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making",1,0,1,0,0,0,0,0,1,1,0,0,user user mainstream mengaartikan pintar pintar relatif gantung bawa mana erti pintar meng undeeestimate pinter komen ajah rejim now pinter mangkrakin janji so making,user user km mainstream mengaartikan pintar pintar relatif gantung mo bawa mana erti spt pintar meng undeeestimate org gw pinter komen ajah rejim now pinter mangkrakin janji doang so making
USER Kan emang gw dongo',0,1,0,0,0,0,0,0,0,0,0,0,user dongo,user emang gw dongo
USER USER ih masak di samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',0,0,0,0,0,0,0,0,0,0,0,0,user user ih masak samain smaa sampah xf xf xa xf xf xa xf xf xa,user user ih masak samain smaa sampah xf xf xa xf xf xa xf xf xa
USER USER USER USER Gw terpukaukaukau #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,user user user user terpukaukaukau,user user user user gw terpukaukaukau
"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar: ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". :)",0,0,0,0,0,0,0,0,0,0,0,0,aspirasi lina sumedang calon gubernur jabar berantas pelakor resah hidup warga desa,aspirasi lina sumedang calon gubernur jabar berantas pelakor sdh resah hidup warga desa
"USER USER USER USER USER Yaaelah chat aja loe urusin,, noh yg dah keliatan mesum anggotaDPR pd mingkem,, yg nyata selingkuh 7th kalian pura2 budek,,, #bong200 gk nyampe otaknya...'",1,1,0,1,0,0,1,1,0,0,1,0,user user user user user yaaelah chat urusin noh liat mesum anggotadpr mingkem selingkuh th pura budek tidak nyampe otak,user user user user user yaaelah chat aja loe urusin noh yg dah liat mesum anggotadpr pd mingkem yg selingkuh th pura budek gk nyampe otak
USER Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti Dap tapi kita bimbang fahaman yang dibawa oleh mereka....',0,0,0,0,0,0,0,0,0,0,0,0,user tidak takut cina parti dap bimbang fahaman bawa,user tu tak takut dgn cina parti dap bimbang fahaman bawa
"""Cermin pun pecah saat dirinya berkaca""; ;",0,0,0,0,0,0,0,0,0,0,0,0,cermin pecah kaca,cermin pecah kaca
"USER Lansung tag partainya...\nGa berani ya, berarti kau BANCI....'",1,1,1,0,0,0,0,1,0,1,0,0,user lansung tag partai nga berani banci,user lansung tag partai nga berani kau banci
Awwww comel nya asing kan ikut warna',0,0,0,0,0,0,0,0,0,0,0,0,awwww comel asing warna,awwww comel asing warna
"Islam menjadikan manusia yang idealis namun tetap realistis. Mempersiapkan kehidupan masa kini, namun tak lupa masa depan. Diajak bekerja keras, dan diajak pula beristirahat.",0,0,0,0,0,0,0,0,0,0,0,0,islam jadi manusia idealis realistis hidup tidak lupa ajak keras ajak istirahat,islam jadi manusia idealis realistis hidup tak lupa ajak keras ajak istirahat
USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,1,1,0,1,1,0,1,1,0,0,1,0,user kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk bodoh keparat picek telek pejuh siwuk kotang siwuk bodoh keparat picek telek pejuh siwuk kotang siwuk bodoh keparat picek telek pejuh siwuk kotang siwuk bodoh keparat picek telek pejuh siwuk,user kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk
"USER Agama katholik ngak ada yg menyebut khatolik nusantara, agama kristen protestan ngak ada yg menyebut kristen protestan nusantara, agama hindu ngak ada yg menyebut hindu nusantara, agama budha ngak ada yg menyebut budha nusantara, ...lha kok ini",0,0,0,0,0,0,0,0,0,0,0,0,user agama katholik ngak sebut khatolik nusantara agama kristen protestan ngak sebut kristen protestan nusantara agama hindu ngak sebut hindu nusantara agama budha ngak sebut budha nusantara lha,user agama katholik ngak yg sebut khatolik nusantara agama kristen protestan ngak yg sebut kristen protestan nusantara agama hindu ngak yg sebut hindu nusantara agama budha ngak yg sebut budha nusantara lha
"3. Karena berbasis teknologi digital, Presiden juga minta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas",0,0,0,0,0,0,0,0,0,0,0,0,bas teknologi digital presiden sistem jalan ramah guna,bas teknologi digital presiden sistem jalan ramah guna
USER USER Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,user user ahhh asa hibur cebong tidak bahagia presiden cebong tol cebong lha germo xf xf xf xf xf xf,user user ahhh asa utk hibur cebong tdk bahagia presiden cebong tol cebong lha elo germo xf xf xf xf xf xf
"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya URL",1,0,1,0,0,0,0,0,1,1,0,0,resah presiden hidup penuh drama citra main ftv joko judul url,resah jd presiden hidup penuh drama citra main ftv aja joko judul url
Agama: Kristen\nGolongan Darah: B\nAsal : San Fernando Valley',0,0,0,0,0,0,0,0,0,0,0,0,agama kristen ngolongan darah nasal san fernando valley,agama kristen ngolongan darah nasal san fernando valley
Budha bunuh muslim di myanmar,1,0,0,1,1,0,0,0,0,0,1,0,budha bunuh muslim myanmar,budha bunuh muslim myanmar
USER jahudi bangke minta sama jerman sana tempat ibadah',1,1,0,1,1,1,0,0,0,0,1,0,user jahudi bangke jerman ibadah,user jahudi bangke jerman ibadah
PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,1,0,1,0,0,0,0,0,1,1,0,0,papamintaketuafraksi rakyat setya novanto dpr bukan pecat ketua dpr pecat dpr,papamintaketuafraksi rakyat setya novanto dpr bukan pecat ketua dpr pecat dpr
USER USER USER USER Cina',0,0,0,0,0,0,0,0,0,0,0,0,user user user user cina,user user user user cina
USER Hoax...; Kodok...; Biawak....; meroket...; sekop...; Bangsat...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiKesungaiSiak,1,1,0,1,0,1,0,0,0,0,1,0,user berita bohong kodok biawak roket sekop bangsat karbitan munafik,user hoax kodok biawak roket sekop bangsat karbitan munafik
Itu yg pada ribut komunis blabla mungkin emoh baca. Yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0,ribut komunis blabla emoh baca baca niat agitasi nyerang perintah pakai cari simpatisan,yg ribut komunis blabla emoh baca yg baca kalo niat agitasi nyerang perintah pake cari simpatisan
10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦,0,0,0,0,0,0,0,0,0,0,0,0,presiden jokowi harap skema bangun bangun,presiden jokowi harap skema bangun bangun
"pemilu langsung biar bwt milih presiden n dpr sj; capres pun biar tdk kyk kucing dlm karung, ; mgkn bisa bikin mekanisme baru yg lebih ok,; misal capres ditentukan dari gubernur yg berprestasi, jd yg boleh maju jd capres hanya yg sdh jd gubernur,",0,0,0,0,0,0,0,0,0,0,0,0,milu bwt milih presiden dpr sj capres tidak kucing karung mekanisme ok capres tentu gubernur prestasi maju capres gubernur,milu biar bwt milih presiden dpr sj capres biar tdk kyk kucing dlm karung mgkn bikin mekanisme yg ok capres tentu gubernur yg prestasi jd yg maju jd capres yg sdh jd gubernur
"USER Gak vital gimana?udah dari kapan inter gak punya bek kanan yg bisa jd pembeda, terakhir itu ya era maicon, D'ambrosio juga baru2 setelah kedatangan cancelo bagusnya...\nHmmmm,,,berarti kesimpulannya yg geblek ausilio ini... \xf0\x9f\x98\x81\xf0",1,1,1,0,0,0,0,0,1,1,0,0,user tidak vital inter tidak bek kanan beda era maicon ambrosio datang cancelo bagus nhmmmm simpul geblek ausilio xf xf xf,user gak vital gimana udah inter gak bek kanan yg jd beda era maicon ambrosio datang cancelo bagus nhmmmm simpul yg geblek ausilio xf xf xf
USER Namanya jg agama munafik...',1,1,1,0,1,0,0,0,0,1,0,0,user nama agama munafik,user nama jg agama munafik
43. Contoh lain: meski banyak tudingan dugaan korupsi tapi SBY tdk pernah dorong kejaksaan usut. Apalagi himbau KPK usut dugaan korupsi Jokowi,1,0,1,0,0,0,0,0,1,1,0,0,contoh tuding duga korupsi sby tidak dorong jaksa usut himbau kpk usut duga korupsi jokowi,contoh tuding duga korupsi sby tdk dorong jaksa usut himbau kpk usut duga korupsi jokowi
Saya mencium bau bau pecun URL,0,1,0,0,0,0,0,0,0,0,0,0,cium bau bau pecun url,cium bau bau pecun url
"Berhenti jadi konsumen wisata Haji & Umoh yg menipu, jadilah podusen wisata jiarah Indonesia",1,0,0,1,1,0,0,0,0,0,1,0,henti konsumen wisata haji umoh tipu podusen wisata jiarah indonesia,henti konsumen wisata haji umoh yg tipu podusen wisata jiarah indonesia
Pemburu Nazi Simon Wiesenthal memegang foto-foto yang menggambarkan mantan kepala Gestapo Walter Rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang-orang Yahudi.',0,0,0,0,0,0,0,0,0,0,0,0,buru nazi simon wiesenthal pegang foto foto gambar mantan kepala gestapo walter rauff van kamar gas gerak eksekusi yahudi,buru nazi simon wiesenthal pegang foto foto gambar mantan kepala gestapo walter rauff van kamar gas gerak eksekusi yahudi
"RT USER USER Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.",1,0,1,0,0,0,0,0,1,1,0,0,retweet user user cacimaki nista agama tau poligami ngumpet digituin sih ogah,rt user user yg cacimaki nista agama tau poligami ngumpet digituin sih ogah
USER Bubarin nkri harga mati,1,0,0,1,0,0,0,0,1,0,0,1,user bubarin nkri harga mati,user bubarin nkri harga mati
"USER Ingat baik-baik kata si royson, ""jokowi kacung gua..!""\n\nItulah mungkin alasan fundamentalnya kenapa rezim ini justru seperti sengaja masuk ke dalam ""Debt Trap"" KOMUNIS CINA!\n\nSo, menjadi wajib untuk #2019GantiPresiden!'",1,1,1,0,0,1,0,0,0,1,0,0,user si royson jokowi kacung nitulah alas fundamental rezim sengaja debt trap komunis cina nso wajib,user si royson jokowi kacung gua nitulah alas fundamental rezim sengaja debt trap komunis cina nso wajib
USER USER WKWKWKWK MAMPUS. aku mau pepet ujin ah',0,1,0,0,0,0,0,0,0,0,0,0,user user tertawa mampus pepet ujin ah,user user wkwkwkwk mampus pepet ujin ah
Gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin,0,0,0,0,0,0,0,0,0,0,0,0,gubernur jaman now anti berita bohong bukan nyebar isu tidak,gubernur jaman now anti hoax bukan nyebar isu tidak
Azan di TV manggil2 Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan,1,1,0,1,1,0,0,0,0,0,0,1,azan tv manggil allah swt bodoh biadab henti acara catut nama tuhan tidak lanjut,azan tv manggil allah swt dungu biadab henti acara catut nama tuhan tidak lanjut
USER USER USER USER Semua itu terdapat pada kelakuan bani CEBONG....',1,1,0,1,0,0,0,0,1,0,1,0,user user user user laku bani cebong,user user user user laku bani cebong
Aku dah la baju macam yahudi betopi siap. 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap. Ni betol2 out of place. Mohon ak tak direjam',0,0,0,0,0,0,0,0,0,0,0,0,la baju yahudi betopi bas geng jubah putih kopiah minyak atar bejanggut dahi bekuk bak ahli syurga betol out of place tidak direjam,dah la baju yahudi betopi bas tu geng jubah putih kopiah minyak atar bejanggut dahi bekuk bak ahli syurga ni betol out of place ak tak direjam
USER Gua ge akan marah. Cuma auto blacklist dari kehidupan gue.\n\nSampah apa gunanya kalo ga didaur ulang?',0,0,0,0,0,0,0,0,0,0,0,0,user ge marah auto blacklist hidup nsampah guna tidak daur ulang,user gua ge marah auto blacklist hidup gue nsampah guna kalo ga daur ulang
USER USER Anjir apa rasanyaa bekas silit mah',0,1,0,0,0,0,0,0,0,0,0,0,user user anjing rasanyaa bekas silit mah,user user anjir rasanyaa bekas silit mah
USER USER Cebong makin kepanasan jadi makin ngawur. \xf0\x9f\x98\x95\xf0\x9f\x98\x95',1,1,1,0,0,0,0,0,1,1,0,0,user user cebong panas ngawur xf xf xf xf,user user cebong panas ngawur xf xf xf xf
amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel,0,0,0,0,0,0,0,0,0,0,0,0,amin smoga tiga tampil baik sumbang medali sumsel,amin smoga tiga jd tampil baik sumbang medali sumsel
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user user user user user user user user user user user user user user,user user user user user user user user user user user user user user user user user user user user
"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsuâ?¦",0,0,0,0,0,0,0,0,0,0,0,0,retweet user keanekaragaman budaya suku agama sungguh kaya djarot hadap serta rakercabsu,rt user keanekaragaman budaya suku agama sungguh kaya djarot hadap serta rakercabsu
"Sudah jangan terlalu banyak membingkai bangkai, cukup menjadikannya pelajaran saja, agar hidup kita semakin baik pada masa yang akan datang.'",0,0,0,0,0,0,0,0,0,0,0,0,jangan bingkai bangkai jadi ajar hidup,jangan bingkai bangkai jadi ajar hidup
USER edan aq yang masi newbie menangis saja liatnya yampun kartu R w aja masi dikit bat',0,1,0,0,0,0,0,0,0,0,0,0,user gila aq mas newbie menang lihat yampun kartu mas dikit bat,user edan aq mas newbie menang liat yampun kartu aja mas dikit bat
Nah..klo PKI alias Partai Korupsi Indonesia perlu diganyang juga ga?,1,0,0,1,0,0,0,0,1,0,1,0,pki alias partai korupsi indonesia ganyang tidak,klo pki alias partai korupsi indonesia ganyang ga
"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!",1,1,1,0,0,0,1,0,0,1,0,0,perempuan kaya lebih baik mati deh jelek gausa sombong make up artist,perempuan kaya lo mending mati aja deh jelek aja gausa sok make up artist
dijual lagi gua kaya jablay',0,1,0,0,0,0,0,0,0,0,0,0,jual kaya jablay,jual gua kaya jablay
"USER USER Yang bijak cuma petugas dan jajaran krl doang, para penumpang cuma followers doang \xe2\x98\xb9\xef\xb8\x8f nyuruh orng utk mengerti, sendirinya ga mau mengerti kebutuhan banyak orng. Kan bangke..'",0,1,0,0,0,0,0,0,0,0,0,0,user user bijak tugas jajar krl tumpang followers xe xb xef xb xf nyuruh erti tidak erti butuh bangke,user user bijak tugas jajar krl doang tumpang followers doang xe xb xef xb xf nyuruh orng utk erti ga erti butuh orng bangke
"USER kyknya itu titit nya di sambung, trus pake accessoris jg'",0,1,0,0,0,0,0,0,0,0,0,0,user kyknya titit sambung pakai accessoris,user kyknya titit sambung trus pake accessoris jg
USER Mata w pas kecil sipit tp skrg malah engga. Aneh pisan',0,0,0,0,0,0,0,0,0,0,0,0,user sipit engga aneh pis,user pas sipit tp skrg engga aneh pis
Ko ingt aku buat banci ke gigih nk kira URL,0,1,0,0,0,0,0,0,0,0,0,0,ko ingt banci gigih nk url,ko ingt banci gigih nk url
MEWASPADAI CINA KOMUNIS YANG ADA DI INDONESIA!,1,0,0,1,0,1,0,0,0,0,1,0,waspada cina komunis indonesia,waspada cina komunis indonesia
USER Banci kampungan HEEEE!!!',1,1,1,0,0,0,0,1,0,1,0,0,user banci kampung heeee,user banci kampung heeee
USER Gembel ganteng ga perlu dikasihani karena byk yg mencintainya. Asik asik jos',0,1,0,0,0,0,0,0,0,0,0,0,user gembel ganteng tidak kasihan cinta senang senang bagus,user gembel ganteng ga kasihan byk yg cinta asik asik jos
dekalarasi pilkada 2018 aman dan anti hoax Toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0,dekalarasi pilkada aman anti berita bohong toga jemirahan jabon,dekalarasi pilkada aman anti hoax toga jemirahan jabon
Setiausaha Agung Pas Datuk Takiyuddin Hassan sahkan ada pihak cuba pinda perlembagaan parti ini seperti yang dikatakan Presiden parti sebelum ini.,0,0,0,0,0,0,0,0,0,0,0,0,setiausaha agung datuk takiyuddin hassan sahkan cuba pinda lembaga parti presiden parti,setiausaha agung pas datuk takiyuddin hassan sahkan cuba pinda lembaga parti presiden parti
USER USER EMANGNYA AKU NAJIS',0,1,0,0,0,0,0,0,0,0,0,0,user user emang najis,user user emang najis
USER USER USER USER USER USER USER USER USER Sastra e karl mark. PENTOLAN komunis rusia.',0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user user user sastra karl mark pentol komunis rusia,user user user user user user user user user sastra karl mark pentol komunis rusia
"USER Otak mereka kayaknya bener bener di bool deh mess, trus tiap harinua makan silit jadinya gtu'",0,1,0,0,0,0,0,0,0,0,0,0,user otak kayak bool deh mess harinua makan silit,user otak kayak bener bener bool deh mess trus harinua makan silit gtu
USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',1,1,0,1,0,0,0,0,1,0,1,0,user user ganti rezim kacung cebong mah,user user ganti rezim kacung cebong mah gitu kalo
"cina, apa hak lu melarang?",1,0,0,1,0,1,0,0,0,0,1,0,cina hak larang,cina hak lu larang
